1,107,3177,4
2,6031,3491,4
3,4473,712,4
4,474,2803,2
5,2026,6668,5
6,3984,6451,1
7,3380,6574,4
8,531,5315,4
9,1697,5300,2
10,2071,320,3
11,2100,2752,1
12,2435,3102,3
13,5813,6324,3
14,4641,5455,3
15,6190,4993,4
16,5810,6432,5
17,3315,6797,1
18,5632,1550,4
19,2544,5884,4
20,6563,6884,1
21,5421,2660,3
22,570,669,4
23,6613,6841,4
24,6784,1237,4
25,2764,1718,1
26,1839,2047,2
27,161,1472,2
28,577,2722,3
29,4768,5289,4
30,1091,3645,3
31,2789,1449,4
32,785,5911,2
33,5756,6696,2
34,1933,6242,5
35,2804,1493,1
36,5222,4008,4
37,2629,2443,1
38,1226,1113,2
39,5379,1060,5
40,699,4016,5
41,1201,2057,2
42,2035,3,4
43,2471,5778,2
44,292,4895,1
45,6029,5330,5
46,687,126,3
47,6591,4440,3
48,4389,6106,1
49,6535,1374,2
50,93,256,2
51,1275,1164,5
52,471,6372,1
53,6668,1884,3
54,578,6097,2
55,1332,2293,1
56,6976,418,2
57,4130,184,1
58,4474,1303,5
59,2218,4318,1
60,3654,6132,5
61,2229,6860,2
62,5757,4939,3
63,236,4332,3
64,6865,1775,3
65,1728,1530,5
66,6633,5361,4
67,3481,6551,3
68,4698,1607,1
69,2242,5275,4
70,4631,5406,5
71,1757,4779,4
72,5923,489,1
73,4449,6631,2
74,2788,5003,1
75,455,5890,4
76,3508,2790,3
77,4354,210,5
78,6590,2478,4
79,5127,879,2
80,1079,3235,4
81,3998,3535,4
82,4592,1888,5
83,53,5095,2
84,3185,3565,2
85,2714,2772,1
86,1834,1370,1
87,6108,4295,1
88,5110,1098,2
89,2918,5322,3
90,249,4217,3
91,5589,286,4
92,5840,4594,3
93,3933,95,2
94,3855,6009,4
95,448,5438,4
96,3620,4956,1
97,3637,1530,4
98,2736,2574,1
99,2076,6979,4
100,929,1157,2
101,949,5634,2
102,3754,6301,1
103,3535,1591,3
104,3741,3274,5
105,1499,3788,2
106,5096,1378,3
107,593,6073,3
108,2310,254,4
109,1424,6679,3
110,1402,6100,5
111,42,1593,1
112,6043,175,4
113,1348,1709,1
114,315,2243,5
115,2476,5986,2
116,4452,5475,3
117,44,4049,2
118,6767,5098,2
119,1986,3644,2
120,4317,5000,4
121,2418,784,1
122,6528,3545,2
123,3447,3684,1
124,5882,4496,1
125,2652,5781,2
126,2701,3457,3
127,2244,5761,5
128,1527,6938,1
129,709,3957,4
130,582,2187,5
131,1649,4596,3
132,3056,1421,1
133,4649,5628,1
134,4080,531,3
135,5852,12,3
136,2447,167,4
137,2069,3601,3
138,1545,1925,5
139,1663,6261,3
140,5255,316,5
141,67,3173,5
142,5528,2491,1
143,5091,6004,5
144,3909,3674,2
